order_id,order_purchase_timestamp,customer_state,main_product_category,payment_total,target_low_review,risk_probability,strategy,delivery_days,delivery_delta_days,is_late,risk_rank,risk_percentile,predicted_at_best_threshold,review_score_mean,is_low_review,recommended_coverage_share,assignment_group,experiment_unit,primary_metric,contact_cost_brl
fb3cf8c9eb2412b0edc0a00a8f43a869,2018-05-29 14:07:25,RJ,furniture_decor,421.39,0,0.993395654547843,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
37ee401157a3a0b28c9c6d0ed8c3b24b,2018-04-12 11:02:51,SP,telephony,485.94,0,0.9933106843288982,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
a98012aa8c697f2bcff9f8c2183e0f2b,2018-05-13 22:50:32,MG,home_construction,158.97,1,0.9928734400933658,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
77df84f9195be22a4e9cb72ca9e8b4c2,2018-08-16 04:29:53,SP,furniture_decor,209.57,1,0.9916673407960392,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
3040863957c9336e7389512584639bb5,2018-03-23 16:36:07,RS,watches_gifts,258.85,1,0.9904278555069091,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
76c4c846aae2dae9e87dfa492c3f5259,2018-08-06 14:01:56,RS,bed_bath_table,435.96,1,0.9903748083438254,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
c05d6a79e55da72ca780ce90364abed9,2018-05-13 13:05:02,SP,housewares,302.52,0,0.9895817001005974,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
2b0d2d60eaf705257bf8fc3eac1680d6,2018-04-08 12:39:48,MG,bed_bath_table,599.56,1,0.9892338436857973,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
6c355e2913545fa6f72c40cbca57729e,2018-07-25 14:47:45,GO,housewares,540.76,0,0.9891555389823088,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
ab1a70d5cd14419a6f2c2aca5ee8a79b,2018-04-20 20:37:50,SP,bed_bath_table,614.21,0,0.9882418773312672,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
6e864b3f0ec71031117ad4cf46b7f2a1,2018-04-24 20:15:21,RJ,construction_tools_construction,19.08,0,0.987762946842164,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
ddb33b0aa1ca6227208f0ca0564f0696,2018-04-17 22:02:50,SP,bed_bath_table,391.66,1,0.9874257860816812,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
3a213fcdfe7d98be74ea0dc05a8b31ae,2018-01-11 10:03:39,PR,watches_gifts,1482.24,1,0.9874160332506507,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
a8c403407745aac434946d5058faa6a6,2018-02-05 02:12:23,SP,bed_bath_table,442.87,1,0.9861952972636936,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
91be51c856a90d7efe86cf9d082d6ae3,2018-06-12 15:58:03,SP,cine_photo,397.9,1,0.984826022924054,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
dda0996054bec18cafa1ede0d62dd3cb,2018-08-03 18:54:39,DF,furniture_decor,406.95,1,0.9847325545589136,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
cf4659487be50c0c317cff3564c4a840,2018-07-02 16:39:59,PB,signaling_and_security,2844.96,0,0.9844167362603912,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
309b9de8813533826a3005f94bee92b9,2018-04-24 14:31:39,SC,furniture_living_room,726.05,1,0.9837518407159536,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
674eb13687ba86abeaee12ece9ce0309,2018-08-13 12:13:40,SC,construction_tools_construction,147.98,0,0.9830729811018764,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
c23ef0b7332bb9b0b8e3ae45346a364f,2018-06-24 09:57:00,MG,bed_bath_table,439.51,1,0.9829074418676924,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
3ee6513ae7ea23bdfab5b9ab60bffcb5,2018-04-24 11:01:06,SP,construction_tools_construction,19.08,0,0.9825253724926988,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
4affd1928d3900a415e9886a179d5124,2018-04-13 16:01:34,RJ,bed_bath_table,305.04,0,0.9813364571816712,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
d5211af24819d319c02a285e7bb51750,2018-08-03 16:29:05,SP,health_beauty,186.76,0,0.979938016732296,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
18f4178d9b3c33fa79c1a0d5eb214023,2018-05-07 19:12:47,MG,furniture_decor,305.89,1,0.9798745888924084,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
c52c7fbe316b5b9d549e8a25206b8a1f,2018-03-19 18:58:49,GO,housewares,1619.73,1,0.9792138883066822,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
c5bdd8ef3c0ec420232e668302179113,2018-04-27 12:37:10,SP,computers_accessories,54.2,1,0.979028019699186,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
e726c0e987fd6d15b61c7effe28bde27,2018-05-13 21:29:49,SP,furniture_decor,192.84,0,0.9786505062503732,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
ae8b5df90eaf220f63f5ed4865cd222c,2018-03-17 15:48:01,RJ,bed_bath_table,1525.78,1,0.9784809812618208,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
8c2229deafefb723ff789527ab51be01,2018-01-06 14:29:44,RJ,cool_stuff,397.96,1,0.977522740321764,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
a483ffe0ce133740ab12ebcba8a3ccf9,2018-01-10 14:16:10,SP,computers_accessories,1230.0,1,0.9766796551405597,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
487e6e67e10e5756f886f5994439c22f,2018-06-04 15:29:14,SP,housewares,198.11,0,0.9763243353626532,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
c98ec8cb960d61c4375413b70f225104,2018-04-29 20:44:57,RJ,bed_bath_table,231.7,1,0.9748957791167944,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
2baf80a0f30b1660ef1d0653314c04dd,2018-06-26 14:25:06,PR,baby,657.92,1,0.9741626321411918,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
180956bcbdf2ff42e547ec8dec11ed1f,2018-01-09 15:55:38,MA,sports_leisure,690.86,1,0.9734399364791532,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
e8fa22c3673b1dd17ea315021b1f0f61,2018-04-19 13:54:06,RJ,drinks,3018.6,0,0.972764167979324,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
7ab2bbacefb1c1016086af8dbde930a7,2018-03-29 10:02:34,PR,cool_stuff,145.91,0,0.9726521654800748,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
1fcbc88015c88c1a14d4b8ec35ea8ed7,2018-06-30 14:37:39,BA,pet_shop,243.4,0,0.9722260486649856,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
7d8f5bfd5aff648220374a2df62e84d5,2018-05-12 22:27:38,MG,construction_tools_construction,582.94,0,0.9721117830232402,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
15fdda39515f8ebe0bc8d067fa136a83,2018-06-05 18:15:38,PA,furniture_decor,249.57,0,0.970467437894296,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
8dd554aaa8e7d61ddde56ba4189c780f,2018-01-30 09:51:29,GO,bed_bath_table,307.23,0,0.9699303141968458,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
483483db7f8737f623ad88c392109242,2018-02-15 21:07:57,RJ,housewares,413.12,0,0.9684775819392424,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
5efc0b7fe9df7f0c567404abaa4d25fc,2018-03-25 15:56:25,PR,bed_bath_table,469.2,0,0.967362086558016,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
1baafdbda29613148a2517059b996b95,2018-03-05 18:58:11,RJ,office_furniture,881.52,1,0.966755668708538,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
df13cbaf3230c62a4b582317936e8a39,2018-07-08 11:25:34,SP,sports_leisure,297.02,1,0.9650740170106306,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
83f0c4c6b1a3c31214ca8266dc888258,2018-01-27 00:10:10,SP,office_furniture,708.28,1,0.9633275413311656,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
47ffc77abb4af7886ed6c2e0871040ae,2018-06-09 23:19:42,RJ,bed_bath_table,506.97,0,0.9631105122021364,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
2ce3c61f3add382691fcad6a04f52680,2018-05-10 15:24:26,BA,health_beauty,1501.45,0,0.9620415660451098,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
aeb70ca14a984230b34a6cbf48fe6d8a,2018-07-26 08:52:34,SP,sports_leisure,184.1,0,0.9607336383732048,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
4412d97cb2093633afa85f11db46316c,2018-05-22 13:43:23,MA,computers_accessories,3195.73,1,0.9604843959598488,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
e298159aa5f22e9d556add24a66be952,2018-01-26 14:36:23,SP,bed_bath_table,119.27,1,0.9603600350649314,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
e8c92cfd87f5f0c6d2fc5bc1df5f02b4,2018-06-04 19:07:48,PR,cool_stuff,224.8,1,0.960108143570136,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
aa0b425987bdeae4a29c616a2bc3a08a,2018-07-22 22:00:26,SP,bed_bath_table,631.91,0,0.9597144901253604,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
95dc0bd3155ab8bbe4d5076ea9658805,2018-05-29 13:38:10,BA,home_construction,218.48,1,0.9595996916148192,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
17784b9fbb37fb0bdc230d8ed6f6b355,2018-03-08 19:06:08,BA,furniture_decor,1342.98,1,0.9592799056675791,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
37311087440803cc1960343121d1de26,2018-03-19 16:39:27,SP,bed_bath_table,326.79,0,0.9587964126352432,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
9d817e85739426de1efcd842ee59cbd1,2018-05-15 00:08:11,RJ,furniture_living_room,878.04,1,0.9570027253660705,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
b436eb981676e54c0bc9bcade0e079c4,2018-08-06 09:29:23,SP,toys,1253.03,0,0.956257986174812,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
589eac637e68da58add10ee5e6710bac,2018-01-12 10:59:33,SP,computers_accessories,795.95,0,0.9549109395086371,purchase_time,,,,,,,3.0,False,0.05,control,order_id,low_review_rate,3.0
6a2726fdb7d200560870b229000f73db,2018-01-26 20:03:07,BA,office_furniture,577.92,0,0.9543213468146948,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
aa2dc936dd126536c8f2eb4dbaf37333,2018-07-30 08:34:27,SP,bed_bath_table,222.35,1,0.9538689607588754,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
4c374f090868ac5a5910f6b1fd383c25,2018-04-05 10:40:30,SP,computers_accessories,581.25,0,0.9533865727996236,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
ffb8f7de8940249a3221252818937ecb,2018-07-22 12:58:25,GO,auto,245.12,0,0.9531921185433324,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
9c64b3536fb98572dd79bdaaab529f2f,2018-08-09 11:22:34,SP,bed_bath_table,368.04,0,0.952739609962718,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
f41397c4cf4c8a67f5f540472acbfe4f,2018-02-28 11:14:58,MT,electronics,100.7,1,0.9523615968248637,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
5ccbf94709ecf3a81efaddeec8a2141f,2018-03-08 10:22:00,PB,computers_accessories,256.5,0,0.9515868718761756,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
9fc9ffa36672d4903fa9cb76fbf0928c,2018-03-24 22:22:15,BA,computers_accessories,121.17,1,0.95043186782151,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
23c312ca9f0242a48a95e5643bee2645,2018-05-04 14:21:11,ES,sports_leisure,170.73,1,0.9493263616135504,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
4fb104ec6918efe57f7e105fe598d96f,2018-07-01 20:24:32,TO,housewares,130.03,0,0.9491006078909026,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
7d68f1da2ad6d6fa877e000788daf541,2018-07-04 14:45:47,MT,bed_bath_table,291.52,0,0.9480868637391808,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
d4bec1a24c97bd17be18d77297a0f6a0,2018-08-09 20:31:52,PE,home_construction,435.93,1,0.947974059154014,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
b3fd6f1d726da32abced71e3fc845e35,2018-01-08 22:24:47,CE,home_construction,822.9,1,0.9479676414241938,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
ed657707e074ec97427d985ed5c4d21f,2018-06-15 18:01:49,MT,office_furniture,508.16,1,0.9476934546752648,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
5410087995e1ebb53c26ce8e52ff29e0,2018-07-14 00:04:42,SP,bed_bath_table,156.93,0,0.9473393014650868,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
04993613aee4046caf92ea17b316dcfb,2018-01-30 08:46:12,SP,bed_bath_table,524.28,0,0.9470576865093844,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
9c5e0415bc4c4c089aa772c9387e0f8e,2018-05-16 10:40:30,SP,bed_bath_table,316.4,0,0.9469961913359516,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
cd51709c98c738351915f79c4318675e,2018-01-30 16:10:05,SP,bed_bath_table,1349.05,0,0.946653162502132,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
98ffd20f7510aafde026fc41c46876b1,2018-04-06 11:46:03,SP,housewares,542.98,1,0.946474347970996,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
e332eda82fe7ca4e86daf4f71ca785df,2018-06-05 14:38:19,SP,air_conditioning,1638.35,1,0.9464491452052344,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
f91234b89ca8c758b3d2be234acb0355,2018-01-15 15:09:13,CE,housewares,1191.48,1,0.9458066206094572,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
4620d9ef6b668ab50248cec23ba52f89,2018-04-24 16:02:14,MA,fashion_bags_accessories,172.74,0,0.9453483290732152,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
78e669f43077eded2d55ba9455560995,2018-08-05 15:42:51,RS,garden_tools,242.91,0,0.9443882097881032,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
df36d28de846593cdbc153e28f195cd5,2018-04-19 20:53:13,SP,garden_tools,315.54,0,0.943684131354252,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
93f02e3d7633cf1fa948b35b5003cb18,2018-03-09 11:58:20,DF,furniture_decor,676.8,1,0.943074915861541,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
c2aa77318ccfe5fea754a5d1c2ff1544,2018-04-01 19:44:52,RJ,perfumery,224.97,1,0.942682719559988,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
57be20dc5f786ed372add8e3f28be447,2018-07-26 13:13:19,AC,furniture_decor,646.44,0,0.9425447876377526,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
60b570df9018c6b6441017314a2dd081,2018-07-18 12:59:21,RJ,office_furniture,1351.44,0,0.9415800365894744,purchase_time,,,,,,,4.0,False,0.05,treatment,order_id,low_review_rate,3.0
484dd80590c70c987e3f3a2690673090,2018-03-20 15:19:46,MA,office_furniture,611.68,0,0.9414874334358246,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
35990049382e07dba1a9ef3550cad655,2018-05-10 19:22:34,RJ,construction_tools_construction,1308.18,1,0.9413139308544404,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
c471a28c25283860362c67c0a1cd1694,2018-01-19 01:35:12,RJ,unknown,123.42,1,0.941138667118298,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
1c437b4d4326d36b71e91dd7a7c2c4f6,2018-04-10 10:03:12,SC,cool_stuff,263.45,1,0.9408171510435952,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
d1537836c453f9672f80c422d1af8cab,2018-02-26 17:45:47,SP,computers_accessories,446.4,1,0.9407285314831914,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
421bb69fc426ab8530ef85399541a9ac,2018-08-03 08:40:58,MG,baby,588.14,1,0.9394529127340868,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
7be469d9b115e2a08cf56be2d9250b8c,2018-02-10 12:41:40,RJ,garden_tools,315.63,1,0.9392677421042298,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
4044c5fad995d07177b0c09ff2b0b7f6,2018-08-06 10:58:22,TO,furniture_decor,1125.36,0,0.9391536211381948,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
3386674e0363653ac5f71597d88d80fe,2018-07-23 12:04:23,GO,bed_bath_table,1861.26,0,0.9390138423880772,purchase_time,,,,,,,5.0,False,0.05,treatment,order_id,low_review_rate,3.0
0f14db1abb2772e95d78a72c30d69678,2018-04-11 02:48:15,SC,furniture_decor,209.05,0,0.9386735681864538,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
4c480567d1db63cffddc552638c35d8f,2018-08-04 19:48:47,SP,bed_bath_table,351.18,1,0.9386024710485074,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
b18dcdf73be66366873cd26c5724d1dc,2018-04-06 22:18:54,SP,bed_bath_table,462.7,1,0.9385381708515502,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
b05ccefa0dbc75b1e0307c4da1cdb772,2018-04-20 09:05:41,PE,watches_gifts,226.07,1,0.9376927156328456,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
12c03d5b5ba9badd6cc9bf90f981ca92,2018-05-06 19:35:03,GO,baby,198.44,1,0.9369208212364504,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
41c51367243707ec4b1cf8baae5de951,2018-07-27 13:11:52,PR,bed_bath_table,259.36,0,0.9369195251879322,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
c45bac21efb8f0856af311a0f8d67695,2018-03-23 11:59:35,RS,computers_accessories,503.71,1,0.9365774523512128,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
9d8a3b882eccfedffcd196e7d1e4cf20,2018-06-30 22:43:00,RJ,furniture_decor,338.88,0,0.9363807194120956,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
8339b608be0d84fca9d8da68b58332c3,2018-06-26 20:48:33,BA,bed_bath_table,765.84,1,0.935942837446082,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
11bfb5214a47c5a12e3dab8cac01c304,2018-02-19 12:09:02,RJ,computers_accessories,192.9,1,0.9358019621232012,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
3ac0f5a50ede5981b44f30306bb853fb,2018-01-25 16:22:26,RJ,stationery,191.36,0,0.9354468178754788,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
8f6f263a5e96515d5534199b74cb7748,2018-03-05 12:56:33,SP,computers_accessories,1603.08,0,0.9354163814591316,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
7f9cfd88530c3c6d0ce6084b27ef46ff,2018-08-13 23:03:46,PA,furniture_decor,1341.26,1,0.9349862013062236,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
a908872306574c9405b29a838aee5521,2018-07-24 17:04:52,SP,bed_bath_table,198.03,1,0.9347599787821078,purchase_time,,,,,,,2.0,True,0.05,treatment,order_id,low_review_rate,3.0
93240f6a90ae9889c692787235e66a0c,2018-01-11 11:16:49,RJ,computers_accessories,830.64,1,0.934199911076693,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
5448a97fc343f6f23807effd01938241,2018-02-28 16:47:08,RJ,office_furniture,876.5,1,0.9332948638328556,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
1a9543c90f188e2e4fb14327ad4a9c9b,2018-01-30 15:28:21,PR,office_furniture,662.34,1,0.9326822636751556,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
52ae002feea5d59bda4323361c7172b2,2018-01-04 14:46:22,BA,bed_bath_table,221.93,0,0.9326003166770064,purchase_time,,,,,,,3.0,False,0.05,treatment,order_id,low_review_rate,3.0
4f438e923ccae9cd39d299ecb138a4c0,2018-01-22 16:56:12,SP,toys,137.94,1,0.9322320952556766,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
460e04c3cfd044ed625de3225dd24d4b,2018-04-16 19:07:53,RJ,electronics,417.37,1,0.9320431404996516,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
d98a17b8648ea9e13d2899e366912c6d,2018-06-03 09:48:09,MA,home_construction,473.36,0,0.9318081941985168,purchase_time,,,,,,,5.0,False,0.05,control,order_id,low_review_rate,3.0
1446ae966d68c3abad1ca3a3ce58033e,2018-04-27 15:52:45,PR,office_furniture,1404.24,0,0.9303592637151008,purchase_time,,,,,,,4.0,False,0.05,control,order_id,low_review_rate,3.0
fcc92ad75bbb8728d4d4488325ffc907,2018-03-24 09:22:32,MG,home_construction,297.95,1,0.9295320005497432,purchase_time,,,,,,,2.0,True,0.05,control,order_id,low_review_rate,3.0
37b2da18eede8674ecc05302ebb6e32b,2018-02-26 18:30:59,ES,computers_accessories,238.34,1,0.9295264244514366,purchase_time,,,,,,,1.0,True,0.05,treatment,order_id,low_review_rate,3.0
2b4d04cfb81d2dbb1ab48f9e2a7ac6b9,2018-03-16 09:18:35,SP,bed_bath_table,208.68,1,0.9294415693731322,purchase_time,,,,,,,1.0,True,0.05,control,order_id,low_review_rate,3.0
